,topic0,topic1,topic2,topic3,number
BigLead High 1,0.001740188164949776,0.001679066794270343,0.9949016782465095,0.001679066794270343,2
Lead 1,0.001787328581219443,0.0016844205096679745,0.9948438303994447,0.0016844205096679745,2
Leader 1,0.9948091636591135,0.0016858648280652859,0.0018191066847559588,0.0016858648280652859,0
