,topic0,topic1,topic2,topic3,number
Knarzer Beat N,0.0016855132973465662,0.0018054606091184307,0.0016855132973465662,0.9948235127961883,3
Hard Beat D,0.0016858192423544666,0.7543731070332206,0.0016858192423544666,0.24225525448207053,1
Knarzer Beat M,0.0016855810024275593,0.001806190742271681,0.0016855810024275593,0.9948226472528732,3
Knarzer Beat E,0.0016860048427552764,0.0018309068335931405,0.0016860048427552764,0.9947970834808962,3
