,topic0,topic1,topic2,topic3,number
TB 3003 C 1,0.994834514276294,0.0016833808822704227,0.001798723959165354,0.0016833808822704227,0
GoSeq 1,0.0017619873208188728,0.0016797764547624926,0.994878459769656,0.0016797764547624926,2
TB 3003 B 1,0.994846184636054,0.0016861402829135054,0.00178153479811891,0.0016861402829135054,0
