,topic0,topic1,topic2,topic3,number
Hardclick 1,0.0016847987933208527,0.0018127952853909614,0.0016847987933208527,0.9948176071279673,3
TB Bass 1,0.00168382579930215,0.9948530906124685,0.00168382579930215,0.0017792577889271118,1
